athlete_code,name,gender,country_code,nationality,disciplines,birth_date
1549023,VASILEVA Margarita,F,BUL,Bulgaria,['Rhythmic Gymnastics'],30.05.2005
1549030,SALUKVADZE Nino,F,GEO,Georgia,['Shooting'],1.02.1969
1549041,ABDELMOULA Jawad,M,MAR,Morocco,['Triathlon'],18.02.1994
1549335,TSERAKH Hanna,F,AIN,Belarus,['Cycling Road'],7.09.1998
1549386,BIN DALLAH Mohammed,M,LBA,Libya,['Shooting'],18.08.2002
1549446,ABICHA Mohammed,M,MAR,Morocco,['Beach Volleyball'],16.01.1980
1549548,ELGRAOUI Zouheir,M,MAR,Morocco,['Beach Volleyball'],1.07.1994
1549970,MORALES Yeziel,M,PUR,United States,['Swimming'],16.01.1996
1549971,ROMANO Kristen Elena,F,PUR,United States,['Swimming'],24.09.1999
1550000,CAMPOS Rafa,M,PUR,United States,['Golf'],15.04.1988
1550005,AFANADOR Brian,M,PUR,United States,['Table Tennis'],6.03.1997
1550006,GONZALEZ Daniel,M,PUR,United States,['Table Tennis'],18.07.1993
1550011,DIAZ Adriana,F,PUR,United States,['Table Tennis'],31.10.2000
1550025,PAGAN India,F,PUR,United States,['Basketball'],7.01.1999
1550027,HOLLINGSHED Mya,F,PUR,United States,['Basketball'],29.10.1999
1550028,ROSADO Pamela,F,PUR,United States,['Basketball'],30.04.1986
1550031,GUIRANTES Arella,F,PUR,United States,['Basketball'],15.10.1997
1550032,BENITEZ Jacqueline,F,PUR,United States,['Basketball'],6.06.1997
1550035,JONES Brianna,F,PUR,United States,['Basketball'],9.02.1997
1550037,FRANCO Hugo,M,CUB,Cuba,['Archery'],22.02.1992
1550042,MELENDEZ Tayra,F,PUR,United States,['Basketball'],29.10.1993
1550045,SAN ANTONIO Trinity,F,PUR,United States,['Basketball'],28.10.2003
1550051,QUINONES Isalys,F,PUR,United States,['Basketball'],23.10.1997
1550067,BOLAT Ebru,F,ROU,Romania,['Sailing'],22.10.1999
1550072,BOGDAN Ana,F,ROU,Romania,['Tennis'],25.11.1992
1550074,CRISTIAN Jaqueline Adina,F,ROU,Romania,['Tennis'],5.06.1998
1550075,NICULESCU Monica,F,ROU,Romania,['Tennis'],25.09.1987
1550088,GANDIA Adrian,M,PUR,United States,['Judo'],19.12.1997
1550089,PEREZ Maria,F,PUR,United States,['Judo'],1.04.1989
1550108,ESSABAI Ahmed,M,LBA,Libya,['Athletics'],25.06.2000
1550116,BELENIUK Zhan,M,UKR,Ukraine,['Wrestling'],24.01.1991
1550119,NASIBOV Parviz,M,UKR,Ukraine,['Wrestling'],18.08.1998
1550148,CAMBEI Mihaela Valentina,F,ROU,Romania,['Weightlifting'],18.11.2002
1550150,PAUL Georges Julien,M,MRI,Mauritius,['Badminton'],7.01.1996
1550154,TOMA Loredana Elena,F,ROU,Romania,['Weightlifting'],10.05.1995
1550162,KRASNIQI Distria,F,KOS,Kosovo,['Judo'],10.12.1995
1550164,GJAKOVA Nora,F,KOS,Kosovo,['Judo'],17.08.1992
1550167,FAZLIU Laura,F,KOS,Kosovo,['Judo'],28.09.2000
1550168,KUKA Loriana,F,KOS,Kosovo,['Judo'],5.04.1997
1550169,GJAKOVA Akil,M,KOS,Kosovo,['Judo'],4.01.1996
1550170,BARBOSU Ana,F,ROU,Romania,['Artistic Gymnastics'],26.07.2006
1550174,COSMAN Lilia,F,ROU,Romania,['Artistic Gymnastics'],6.08.2007
1550176,GHIGOARTA Amalia,F,ROU,Romania,['Artistic Gymnastics'],28.01.2007
1550184,GURULI Lasha,M,GEO,Georgia,['Boxing'],27.08.1996
1550186,MANECA-VOINEA Sabrina,F,ROU,Romania,['Artistic Gymnastics'],4.06.2007
1550192,PREDA Andreea,F,ROU,Romania,['Artistic Gymnastics'],23.05.2006
1550218,SAWADOGO Faysal,M,BUR,Burkina Faso,['Taekwondo'],22.09.1996
1550219,FITI Scott James,M,FSM,Micronesia,['Athletics'],17.07.1995
1550221,LIMTIACO Tasi,M,FSM,Micronesia,['Swimming'],4.01.1994
1550227,AWANG Mohd Azizulhasni,M,MAS,Malaysia,['Cycling Track'],5.01.1988
1550228,SAHROM Muhammad Shah Firdaus,M,MAS,Malaysia,['Cycling Track'],26.11.1995
1550233,AMIT Amit,M,IND,India,['Boxing'],16.10.1995
1550250,CHOPRA Neeraj,M,IND,India,['Athletics'],24.12.1997
1550264,MUNTEAN Andrei-Vasile,M,ROU,Romania,['Artistic Gymnastics'],30.01.1993
1550271,NISHANT DEV,M,IND,India,['Boxing'],23.12.2000
1550285,ADAM Adriana,F,ROU,Romania,['Rowing'],11.04.1999
1550289,ANGHEL Roxana,F,ROU,Romania,['Rowing'],1.01.1998
1550294,BERES Amalia,F,ROU,Romania,['Rowing'],18.06.1997
1550295,TARNOVSCHI Serghei,M,MDA,Republic of Moldova,['Canoe Sprint'],24.06.1997
1550300,OLARASU Maria,F,MDA,Republic of Moldova,['Canoe Sprint'],28.05.2000
1550303,BODNAR Ancuta,F,ROU,Romania,['Rowing'],25.09.1998
1550307,COCIU Daniela,F,MDA,Republic of Moldova,['Canoe Sprint'],4.05.2000
1550309,NIKHAT Zareen,F,IND,India,['Boxing'],14.06.1996
1550313,PREETI,F,IND,India,['Boxing'],23.10.2003
1550324,CIOTAU Emanuela Ioana,F,ROU,Romania,['Rowing'],15.09.2002
1550326,JAISMINE,F,IND,India,['Boxing'],30.08.2001
1550327,KHIEW Hoe Yean,M,MAS,Malaysia,['Swimming'],2.09.2002
1550329,CIRES Patricia,F,ROU,Romania,['Rowing'],11.06.2002
1550384,COZMIUC Ionela Livia,F,ROU,Romania,['Rowing'],3.01.1995
1550432,BORGOHAIN Lovlina,F,IND,India,['Boxing'],2.01.1997
1550437,LEHACI Maria,F,ROU,Romania,['Rowing'],28.06.1999
1550531,MOROSAN Ioana Madalina,F,ROU,Romania,['Rowing'],24.06.1999
1550542,PETREANU Victoria Stefania,F,ROU,Romania,['Rowing'],21.01.2003
1550544,DOGUE Marvin,M,GER,Germany,['Modern Pentathlon'],1.11.1995
1550546,LIEBIG Fabian,M,GER,Germany,['Modern Pentathlon'],18.06.1994
1550551,ZILLEKENS Annika,F,GER,Germany,['Modern Pentathlon'],3.04.1990
1550553,LANGREHR Rebecca,F,GER,Germany,['Modern Pentathlon'],4.04.1998
1550560,RADIS Simona,F,ROU,Romania,['Rowing'],5.04.1999
1550630,RUSU Maria Magdalena,F,ROU,Romania,['Rowing'],30.09.1999
1550644,UNGUREANU Alexandra,F,ROU,Romania,['Rowing'],7.03.2001
1550661,van GRONINGEN Gianina Elena,F,ROU,Romania,['Rowing'],21.05.1995
1550789,VRINCEANU Ioana,F,ROU,Romania,['Rowing'],7.03.1994
1550806,ADAM Constantin,M,ROU,Romania,['Rowing'],12.07.1996
1550815,KUSHITASHVILI Georgii,M,GEO,Georgia,['Boxing'],16.11.1995
1550831,GRESHAM Zackary,M,GRN,Grenada,['Swimming'],29.09.2004
1550881,SCHEMBRI Kruz,M,ISV,United States,['Fencing'],25.10.2006
1550974,CRACIUN Nicolae,M,ITA,Italy,['Canoe Sprint'],14.06.1994
1550975,de GENNARO Giovanni,M,ITA,Italy,['Canoe Slalom'],21.07.1992
1550977,HORN Stefanie,F,ITA,Italy,['Canoe Slalom'],9.01.1991
1550978,IVALDI Raffaello,M,ITA,Italy,['Canoe Slalom'],16.12.1997
1550980,BERTONCELLI Marta,F,ITA,Italy,['Canoe Slalom'],3.07.2001
1551050,ABBADINI Yumin,M,ITA,Italy,['Artistic Gymnastics'],6.05.2001
1551051,BARTOLINI Nicola,M,ITA,Italy,['Artistic Gymnastics'],7.02.1996
1551052,CASALI Lorenzo Minh,M,ITA,Italy,['Artistic Gymnastics'],12.09.2002
1551057,MACCHIATI Mario,M,ITA,Italy,['Artistic Gymnastics'],27.11.1999
1551058,MACCHINI Carlo,M,ITA,Italy,['Artistic Gymnastics'],5.05.1996
1551061,D'AMATO Alice,F,ITA,Italy,['Artistic Gymnastics'],7.02.2003
1551121,BRAVO YOUNG Roman Guillermo,M,MEX,Mexico,['Wrestling'],28.01.1999
1551123,GOMEZ Austin Klee,M,MEX,Mexico,['Wrestling'],19.03.1998
1551159,FAHMI Muhd Azeem,M,MAS,Malaysia,['Athletics'],29.04.2004
1551169,BAZADZE Sandro,M,GEO,Georgia,['Fencing'],29.07.1993
1551175,ARTENI Florin,M,ROU,Romania,['Rowing'],6.03.2001
1551177,BAITOC Bogdan,M,ROU,Romania,['Rowing'],9.06.1998
1551178,BEJAN Sergiu Vasile,M,ROU,Romania,['Rowing'],18.11.1996
1551180,BERARIU Stefan Constantin,M,ROU,Romania,['Rowing'],14.01.1999
1551184,CHIRUTA Mihai,M,ROU,Romania,['Rowing'],26.09.1998
1551186,CORNEA Andrei Sebastian,M,ROU,Romania,['Rowing'],10.11.1999
1551188,COZMIUC Marius Vasile,M,ROU,Romania,['Rowing'],7.09.1992
1551190,DANCIU Laurentiu,M,ROU,Romania,['Rowing'],31.03.2000
1551238,ENACHE Marian Florian,M,ROU,Romania,['Rowing'],5.08.1995
1551246,BEIQI Hana,F,KOS,Kosovo,['Swimming'],28.09.2008
1551249,MOUTTAKI Yasmine,F,MAR,Morocco,['Boxing'],22.06.1997
1551270,GOLOVINA Luba,F,GEO,Georgia,['Trampoline Gymnastics'],20.04.1990
1551283,BERTAL Widad,F,MAR,Morocco,['Boxing'],31.08.1999
1551307,DJURAEV Akbar,M,UZB,Uzbekistan,['Weightlifting'],8.10.1999
1551316,STOEVA Stefani,F,BUL,Bulgaria,['Badminton'],23.09.1995
1551318,MARDI Khadija,F,MAR,Morocco,['Boxing'],1.02.1991
1551324,STOEVA Gabriela,F,BUL,Bulgaria,['Badminton'],15.07.1994
1551330,NALBANTOVA Kaloyana,F,BUL,Bulgaria,['Badminton'],6.03.2006
1551347,ADASHBAEVA Rigina,F,UZB,Uzbekistan,['Weightlifting'],29.10.2001
1551355,JABBOROVA Tursunoy,F,UZB,Uzbekistan,['Weightlifting'],4.03.2002
1551387,MONNA Paolo,M,ITA,Italy,['Shooting'],19.04.1998
1551388,MALDINI Federico Nilo,M,ITA,Italy,['Shooting'],28.03.2001
1551390,MAZZETTI Riccardo,M,ITA,Italy,['Shooting'],2.05.1984
1551391,SPINELLA Massimo,M,ITA,Italy,['Shooting'],8.08.1999
1551400,SOLLAZZO Danilo Dennis,M,ITA,Italy,['Shooting'],5.12.2002
1551401,BONAZZI Edoardo,M,ITA,Italy,['Shooting'],3.07.2002
1551443,TALAKHADZE Lasha,M,GEO,Georgia,['Weightlifting'],2.10.1993
1551445,MISHVELIDZE Shota,M,GEO,Georgia,['Weightlifting'],18.10.1994
1551552,BOUKHIAM Ramzi,M,MAR,Netherlands,['Surfing'],14.09.1993
1551755,BAKRACI Gresa,F,KOS,Kosovo,['Athletics'],11.09.1995
1551787,RAMOS Ethan Adrian,M,PUR,United States,['Wrestling'],3.04.1995
1551794,SMITH Jonovan Darius,M,PUR,United States,['Wrestling'],19.02.2001
1551804,CLARO FIZ Alejandro,M,CUB,Cuba,['Boxing'],27.02.2001
1551805,VELASCO FUENTES Victoria,F,MEX,Mexico,['Cycling Track'],5.08.2002
1551878,GAXIOLA GONZALEZ Daniela,F,MEX,Mexico,['Cycling Track'],25.11.1992
1551880,VERDUGO OSUNA Yuli,F,MEX,Mexico,['Cycling Track'],29.06.1997
1551883,SALAZAR VALLES Jessica,F,MEX,Mexico,['Cycling Track'],21.09.1995
1551884,HORTA RODRIGUEZ del REY Saidel Ivan,M,CUB,Cuba,['Boxing'],28.03.2002
1551906,PENA SALAS Ricardo,M,MEX,Mexico,['Cycling Track'],30.06.2001
1551907,GUTIERREZ PRIETO Adair Zabdiel,M,MEX,Mexico,['Cycling Mountain Bike'],7.01.2001
1551908,WILLIAMS Sada,F,BAR,Barbados,['Athletics'],1.12.1997
1551912,RODRIGUEZ SUAREZ Erika Monserrath,F,MEX,Mexico,['Cycling Mountain Bike'],26.02.1999
1551918,EVELYN Tristan,F,BAR,Barbados,['Athletics'],25.01.1998
1552005,MOHD AFENDY Khairulnizam,M,MAS,Malaysia,['Sailing'],27.05.1993
1552017,FOO KUNE Kate,F,MRI,Mauritius,['Badminton'],29.03.1993
1552020,PERRIER Marie,F,MRI,Mauritius,['Athletics'],30.03.1995
1552024,BIBI Gary Noa Jerrel,M,MRI,Mauritius,['Athletics'],21.08.2000
1552030,LO Chia-Ling,F,TPE,Chinese Taipei,['Taekwondo'],8.10.2001
1552033,HORODISTEANU Florin Bogdan,M,ROU,Romania,['Rowing'],12.04.1999
1552037,LEHACI Florin Sorin,M,ROU,Romania,['Rowing'],26.03.1999
1552039,LUNGU Andrei,M,ROU,Romania,['Rowing'],6.08.2000
1552040,MANDRILA Andrei,M,ROU,Romania,['Rowing'],28.11.2002
1552045,MUNTEANU Adrian,M,ROU,Romania,['Rowing'],13.10.1997
1552049,NUTESCU Leontin,M,ROU,Romania,['Rowing'],16.07.2004
1552057,BACHMANN Simon,M,SEY,Seychelles,['Swimming'],17.02.1999
1552058,PRUNDEANU Ioan,M,ROU,Romania,['Rowing'],17.01.1993
1552065,SEMCIUC Mugurel Vasile,M,ROU,Romania,['Rowing'],24.01.1998
1552074,TIGANESCU Mihaita Vasile,M,ROU,Romania,['Rowing'],4.02.1998
1552080,TUDOSA Ciprian,M,ROU,Romania,['Rowing'],31.03.1997
1552086,MEGOS Alexander,M,GER,Germany,['Sport Climbing'],12.08.1993
1552087,FLOHE Yannick,M,GER,Germany,['Sport Climbing'],14.08.1999
1552089,DOERFFEL Lucia,F,GER,Germany,['Sport Climbing'],22.03.2000
1552154,ACCAME Ilaria Elvira,F,ITA,Italy,['Athletics'],31.08.2001
1552155,ACETI Vladimir,M,ITA,Italy,['Athletics'],16.10.1998
1552156,ALI Chituru,M,ITA,Italy,['Athletics'],6.04.1999
1552157,BIANCIARDI Lapo,M,ITA,Italy,['Athletics'],6.07.1998
1552158,BONGIORNI Anna,F,ITA,Italy,['Athletics'],15.09.1993
1552159,BONORA Alessandra,F,ITA,Italy,['Athletics'],7.09.2000
1552160,BORGA Rebecca,F,ITA,Italy,['Athletics'],11.06.1998
1552161,CECCARELLI Samuele,M,ITA,Italy,['Athletics'],9.01.2000
1552162,DESALU Eseosa Fostine,M,ITA,Italy,['Athletics'],19.02.1994
1552163,DOSSO Zaynab,F,ITA,Italy,['Athletics'],12.09.1999
1552166,HOOPER Gloria,F,ITA,Italy,['Athletics'],3.03.1992
1552167,JACOBS Lamont Marcell,M,ITA,Italy,['Athletics'],26.09.1994
1552168,KADDARI Dalia,F,ITA,Italy,['Athletics'],23.03.2001
1552169,LOPEZ Brayan,M,ITA,Italy,['Athletics'],20.06.1997
1552170,MANGIONE Alice,F,ITA,Italy,['Athletics'],19.01.1997
1552171,MELI Riccardo,M,ITA,Italy,['Athletics'],15.04.2001
1552172,MELLUZZO Matteo,M,ITA,Italy,['Athletics'],29.07.2002
1552173,PATTA Lorenzo,M,ITA,Italy,['Athletics'],23.05.2000
1552174,PAVESE Alessia,F,ITA,Italy,['Athletics'],15.07.1998
1552175,POLINARI Anna,F,ITA,Italy,['Athletics'],7.02.1999
1552177,RE Davide,M,ITA,Italy,['Athletics'],16.03.1993
1552294,SCOTTI Edoardo,M,ITA,Italy,['Athletics'],9.05.2000
1552295,SIRAGUSA Irene,F,ITA,Italy,['Athletics'],23.06.1993
1552296,SITO Luca,M,ITA,Italy,['Athletics'],12.05.2003
1552298,TORTU Filippo,M,ITA,Italy,['Athletics'],15.06.1998
1552299,TREVISAN Giancarla,F,ITA,Italy,['Athletics'],17.02.1993
1552300,TROIANI Virginia,F,ITA,Italy,['Athletics'],22.02.1996
1552303,ARESE Pietro,M,ITA,Italy,['Athletics'],8.10.1999
1552304,BARONTINI Simone,M,ITA,Italy,['Athletics'],5.01.1999
1552305,BATTOCLETTI Nadia,F,ITA,Italy,['Athletics'],12.04.2000
1552306,BELLO Elena,F,ITA,Italy,['Athletics'],18.01.1997
1552307,CAVALLI Ludovica,F,ITA,Italy,['Athletics'],20.12.2000
1552309,COIRO Eloisa,F,ITA,Italy,['Athletics'],1.12.2000
1552311,CRIPPA Yemaneberhan,M,ITA,Italy,['Athletics'],15.10.1996
1552312,del BUONO Federica,F,ITA,Italy,['Athletics'],12.12.1994
1552313,EPIS Giovanna,F,ITA,Italy,['Athletics'],11.10.1988
1552318,RAHMAN Imranur,M,BAN,Bangladesh,['Athletics'],5.07.1993
1552320,LAWRENCE Matthew,M,MOZ,Mozambique,['Swimming'],27.12.2003
1552338,DONELLI Denise,F,MOZ,Mozambique,['Swimming'],20.05.1996
1552341,FANIEL Eyob,M,ITA,Italy,['Athletics'],26.11.1992
1552342,MESLEK Ossama,M,ITA,Italy,['Athletics'],8.01.1997
1552343,MEUCCI Daniele,M,ITA,Italy,['Athletics'],7.10.1985
1552347,TECUCEANU Catalin,M,ITA,Italy,['Athletics'],9.09.1999
1552348,VISSA Sintayehu,F,ITA,Italy,['Athletics'],29.07.1996
1552349,YAREMCHUK Sofiia,F,ITA,Italy,['Athletics'],3.06.1994
1552351,ZOGHLAMI Osama,M,ITA,Italy,['Athletics'],19.06.1994
1552358,FOLORUNSO Ayomide,F,ITA,Italy,['Athletics'],17.10.1996
1552362,MURARO Alice,F,ITA,Italy,['Athletics'],14.08.2000
1552364,SARTORI Rebecca,F,ITA,Italy,['Athletics'],22.05.1997
1552365,SIBILIO Alessandro,M,ITA,Italy,['Athletics'],27.04.1999
1552368,DAYIBEKOVA Zaynab,F,UZB,Uzbekistan,['Fencing'],19.11.2002
1552370,SULAMANIDZE Ilia,M,GEO,Georgia,['Judo'],18.06.2001
1552373,BRUNI Roberta,F,ITA,Italy,['Athletics'],8.03.1994
1552374,DALLAVALLE Andrea,M,ITA,Italy,['Athletics'],31.10.1999
1552375,DIAZ HERNANDEZ Andy,M,ITA,Italy,['Athletics'],25.12.1995
1552378,FURLANI Mattia,M,ITA,Italy,['Athletics'],7.02.2005
1552379,IAPICHINO Larissa,F,ITA,Italy,['Athletics'],18.07.2002
1552380,IHEMEJE Emmanuel,M,ITA,Italy,['Athletics'],9.10.1998
1552381,MOLINAROLO Elisa,F,ITA,Italy,['Athletics'],29.01.1994
1552383,SOTTILE Stefano,M,ITA,Italy,['Athletics'],26.01.1998
1552384,STECCHI Claudio Michel,M,ITA,Italy,['Athletics'],23.11.1991
1552385,TAMBERI Gianmarco,M,ITA,Italy,['Athletics'],1.06.1992
1552386,FABBRI Leonardo,M,ITA,Italy,['Athletics'],15.04.1997
1552387,FANTINI Sara,F,ITA,Italy,['Athletics'],16.09.1997
1552389,OSAKUE Daisy,F,ITA,Italy,['Athletics'],16.01.1996
1552390,WEIR Zane,M,ITA,Italy,['Athletics'],7.09.1995
1552392,GEREVINI Sveva,F,ITA,Italy,['Athletics'],31.05.1996
1552394,FORTUNATO Francesco,M,ITA,Italy,['Athletics'],13.12.1994
1552395,GIORGI Eleonora Anna,F,ITA,Italy,['Athletics'],14.09.1989
1552403,LAKLALECH Ines,F,MAR,Morocco,['Golf'],30.10.1997
1552443,GOBADZE Lasha,M,GEO,Georgia,['Wrestling'],10.01.1994
1552444,KOBLIASHVILI Roberti,M,GEO,Georgia,['Wrestling'],6.12.1993
1552449,ZOIDZE Ramaz,M,GEO,Georgia,['Wrestling'],13.02.1996
1552495,MATCHARASHVILI Givi,M,GEO,Georgia,['Wrestling'],17.05.1997
1552548,ANTOGNELLI Quentin,M,MON,Monaco,['Rowing'],15.08.1994
1552556,GADEAU Marvin,M,MON,Monaco,['Judo'],6.09.2000
1552558,DRUENNE Theo,M,MON,Monaco,['Swimming'],19.07.2005
1552569,POU Lisa,F,MON,Monaco,['Marathon Swimming'],28.05.1999
1552575,YANG Xiaoxin,F,MON,Monaco,['Table Tennis'],8.01.1988
1553020,GASTAUD Marie-Charlotte,F,MON,Monaco,['Athletics'],30.11.1999
1553021,MICHELI Elena,F,ITA,Italy,['Modern Pentathlon'],29.04.1999
1553029,SOTERO Alice,F,ITA,Italy,['Modern Pentathlon'],28.05.1991
1553031,MALAN Giorgio,M,ITA,Italy,['Modern Pentathlon'],27.01.2000
1553033,CICINELLI Matteo,M,ITA,Italy,['Modern Pentathlon'],12.03.1998
1553039,SMIKLE Traves,M,JAM,Jamaica,['Athletics'],7.05.1992
1553247,EDER Josefin,F,GER,Germany,['Shooting'],1.10.1995
1553249,UNRUH Florian,M,GER,Germany,['Archery'],7.06.1993
1553253,BEER Jolyn,F,GER,Germany,['Shooting'],26.05.1994
1553255,REITZ Christian,M,GER,Germany,['Shooting'],29.04.1987
1553257,BAUER Katharina,F,GER,Germany,['Archery'],1.09.1995
1553258,KROPPEN Michelle,F,GER,Germany,['Archery'],19.04.1996
1553260,KORTE Sven,M,GER,Germany,['Shooting'],9.01.1990
1553262,WISSMER Nele,F,GER,Germany,['Shooting'],18.12.1996
1553271,MUELLER Lisa,F,GER,Germany,['Shooting'],20.09.1992
1553277,VENNEKAMP Doreen,F,GER,Germany,['Shooting'],5.04.1995
1553280,MESSERSCHMIDT Nadine,F,GER,Germany,['Shooting'],15.09.1993
1553285,SCHWARZ Charline,F,GER,Germany,['Archery'],15.01.2001
1553289,MURCHE Kathrin,F,GER,Germany,['Shooting'],16.11.1999
1553293,ULBRICH Maximilian,M,GER,Germany,['Shooting'],27.11.2000
1553294,JANSSEN Anna,F,GER,Germany,['Shooting'],28.08.2001
1553299,WALTER Robin,M,GER,Germany,['Shooting'],9.07.1999
1553301,PETER Florian,M,GER,Germany,['Shooting'],27.01.2000
1553574,LOOSER Vera,F,NAM,Namibia,['Cycling Road'],28.10.1993
1553663,BERTONE Oriane,F,FRA,France,['Sport Climbing'],10.03.2005
1553664,MAWEM Bassa,M,FRA,France,['Sport Climbing'],9.11.1984
1553666,AVEZOU Zelia,F,FRA,France,['Sport Climbing'],10.04.2004
1553674,JENFT Paul,M,FRA,France,['Sport Climbing'],16.06.2003
1553677,AVEZOU Sam,M,FRA,France,['Sport Climbing'],22.03.2001
1553685,VIGLIONE Capucine,F,FRA,France,['Sport Climbing'],9.12.2002
1553688,LEBON Manon,F,FRA,France,['Sport Climbing'],14.03.2005
1553753,WILLIAMS Stacey Ann,F,JAM,Jamaica,['Athletics'],8.03.1999
1553910,WILLIAMS Kimberly,F,JAM,Jamaica,['Athletics'],3.11.1988
1553912,WILLIAMS Danielle,F,JAM,Jamaica,['Athletics'],14.09.1992
1553914,WILLIAMS Ashley,F,JAM,Jamaica,['Athletics'],25.10.1996
1554140,HAFFARI Driss,M,MAR,Morocco,['Shooting'],24.04.1995
1554520,THOMAS-DODD Danniel,F,JAM,Jamaica,['Athletics'],11.11.1992
1554523,SALMON Shiann,F,JAM,Jamaica,['Athletics'],31.03.1999
1554524,RUSSELL Janieve,F,JAM,Jamaica,['Athletics'],14.11.1993
1554526,DRUMMOND Gerald,M,CRC,Costa Rica,['Athletics'],5.09.1994
1554735,ZEA Gibran,M,MEX,Mexico,['Fencing'],14.06.1997
1554801,SABRI Nur Dhabitah,F,MAS,Malaysia,['Diving'],12.07.1999
1554860,JURISIC Fili,M,CRO,Croatia,['Sailing'],14.09.1992
1554885,PETRIASHVILI Geno,M,GEO,Georgia,['Wrestling'],1.04.1994
1554897,CHRISTOFOROU Antri,F,CYP,Cyprus,['Cycling Road'],2.04.1992
1554945,STROEMBERG Carin,F,SWE,Sweden,['Handball'],10.07.1993
1554952,HANSSON Elin,F,SWE,Sweden,['Handball'],7.08.1996
1554957,LINDQVIST Emma,F,SWE,Sweden,['Handball'],17.09.1997
1554960,ERIKSSON Evelina,F,SWE,Sweden,['Handball'],20.08.1996
1554963,LUNDSTROEM Mathilda,F,SWE,Sweden,['Handball'],20.12.1996
1554966,PAVIC Mate,M,CRO,Croatia,['Tennis'],4.07.1993
1554968,MEKTIC Nikola,M,CRO,Croatia,['Tennis'],24.12.1988
1554970,MARTIC Petra,F,CRO,Croatia,['Tennis'],19.01.1991
1554972,VEKIC Donna,F,CRO,Croatia,['Tennis'],28.06.1996
1554976,ROBERTS Jamina,F,SWE,Sweden,['Handball'],28.05.1990
1554978,CARLSON Jenny,F,SWE,Sweden,['Handball'],17.04.1995
1554980,RYDE Jessica,F,SWE,Sweden,['Handball'],18.05.1994
1554982,BUNDSEN Johanna,F,SWE,Sweden,['Handball'],3.06.1991
1554983,THORLEIFSDOTTIR Kristin,F,SWE,Sweden,['Handball'],13.01.1998
1554984,BLOHM Linn,F,SWE,Sweden,['Handball'],20.05.1992
1554985,HANSSON Linn,F,SWE,Sweden,['Handball'],18.09.1997
1554994,KOPPANG Nina,F,SWE,Sweden,['Handball'],31.05.2002
1554997,LOEFQVIST Olivia,F,SWE,Sweden,['Handball'],13.07.1998
1555001,HVENFELT Sofia,F,SWE,Sweden,['Handball'],23.04.1996
1555006,AXNER Tyra,F,SWE,Sweden,['Handball'],18.03.2002
1555010,HAGMAN Nathalie,F,SWE,Sweden,['Handball'],19.07.1991
1555033,GEORGIOU Marios,M,CYP,Cyprus,['Artistic Gymnastics'],10.11.1997
1555034,BOBOKULOVA Sabina,F,UZB,Uzbekistan,['Boxing'],29.07.2003
1555069,UKTAMOVA Nigina,F,UZB,Uzbekistan,['Boxing'],14.06.2003
1555070,TUGOLUKOVA Vera,F,CYP,Cyprus,['Rhythmic Gymnastics'],16.09.2008
1555074,TURDIBEKOVA Sitora,F,UZB,Uzbekistan,['Boxing'],20.05.2002
1555082,DUBOVITSKAYA Nadezhda,F,KAZ,Kazakhstan,['Athletics'],12.03.1998
1555095,HIGGINS Eve,F,IRL,Ireland,['Rugby Sevens'],23.06.1999
1555096,MULHALL ROCK Lucy,F,IRL,Ireland,['Rugby Sevens'],29.09.1993
1555097,PARSONS Beibhinn,F,IRL,Ireland,['Rugby Sevens'],30.11.2001
1555098,HARRINGTON Kellie,F,IRL,Ireland,['Boxing'],11.12.1989
1555100,RIORDAN Erin,F,IRL,Ireland,['Swimming'],2.09.1999
1555101,RYAN Shane,M,IRL,Ireland,['Swimming'],27.01.1994
1555109,CLARK Aoife,F,IRL,Ireland,['Equestrian'],6.08.1981
1555111,HARTE David,M,IRL,Ireland,['Hockey'],3.04.1988
1555185,IBANEZ DIAZ Javier,M,BUL,Bulgaria,['Boxing'],14.07.1996
1555190,ROSENOV Radoslav Simeonov,M,BUL,Bulgaria,['Boxing'],15.12.2003
1555195,KIWAN Rami Mofid,M,BUL,Bulgaria,['Boxing'],3.06.2000
1555234,ASVESTA Sofia,F,CYP,Cyprus,['Judo'],5.06.2000
1555317,PETROVA Stanimira,F,BUL,Bulgaria,['Boxing'],16.12.1990
1555318,STANEVA Svetlana Kamenova,F,BUL,Bulgaria,['Boxing'],26.06.1990
1555372,EL BAKKALI Soufiane,M,MAR,Morocco,['Athletics'],7.01.1996
1555380,TINDOUFT Mohamed,M,MAR,Morocco,['Athletics'],12.03.1993
1555417,TOMOVA Viktoriya,F,BUL,Bulgaria,['Tennis'],25.02.1995
1555457,PORTER Chanice,F,JAM,Jamaica,['Athletics'],25.05.1994
1555479,ELAIDI Achraf,M,MAR,Morocco,['Canoe Sprint'],20.05.2002
1555493,TYSON Tiger,M,ANT,Antigua and Barbuda,['Sailing'],8.05.2002
1555500,FARKOUSSI Kaoutar,F,MAR,Morocco,['Athletics'],19.03.1996
1555501,OUTALHA Mohcin,M,MAR,Morocco,['Athletics'],15.12.1998
1555502,BLAKE Ackeem,M,JAM,Jamaica,['Athletics'],21.01.2002
1555503,EL GOUMRI Othmane,M,MAR,Morocco,['Athletics'],28.05.1992
1555506,GARDADI Fatima Ezzahra,F,MAR,Morocco,['Athletics'],20.03.1992
1555510,CISTERNAS Eduardo,M,CHI,Chile,['Swimming'],10.01.2004
