start_date,end_date,status,phase,gender,venue,event_code,url
2024-07-28 12:12:00,2024-07-28 12:18:00,FINISHED,Men -66 kg Quarterfinals,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/qfnl000400--
2024-07-28 12:15:00,2024-07-28 13:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-001200--
2024-07-28 12:15:00,2024-07-28 13:00:00,FINISHED,Women's Singles Round of 64,W,South Paris Arena 4,275,/en/paris-2024/results/table-tennis/women-s-singles/r64-000300--
2024-07-28 12:15:00,2024-07-28 13:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-002700--
2024-07-28 12:15:00,2024-07-28 13:00:00,FINISHED,Women's Singles Round of 64,W,South Paris Arena 4,275,/en/paris-2024/results/table-tennis/women-s-singles/r64-000500--
2024-07-28 12:20:00,2024-07-28 12:31:00,FINISHED,Women's 50kg - Prelims - Round of 32,W,North Paris Arena,87,/en/paris-2024/results/boxing/women-s-50kg/r32-000200--
2024-07-28 12:25:00,2024-07-28 12:50:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000100--
2024-07-28 12:25:00,2024-07-28 12:50:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000500--
2024-07-28 12:25:00,2024-07-28 12:50:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000900--
2024-07-28 12:25:00,2024-07-28 12:50:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001300--
2024-07-28 12:30:00,2024-07-28 12:47:00,FINISHED,Women's Four Heats,W,Nautical St - Flat water,192,/en/paris-2024/results/rowing/women-s-four/heat--------
2024-07-28 12:35:00,2024-07-28 13:10:00,FINISHED,Women's Skiff Opening Series,W,Marseille Marina,211,/en/paris-2024/results/sailing/women-s-skiff/prel000100--
2024-07-28 12:36:00,2024-07-28 12:47:00,FINISHED,Women's 50kg - Prelims - Round of 32,W,North Paris Arena,87,/en/paris-2024/results/boxing/women-s-50kg/r32-000600--
2024-07-28 12:45:00,2024-07-28 14:15:00,FINISHED,Women's Pool B,W,Yves-du-Manoir Stadium,166,/en/paris-2024/results/hockey/women/gpb-000200--
2024-07-28 12:50:00,2024-07-28 13:15:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000200--
2024-07-28 12:50:00,2024-07-28 13:15:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000600--
2024-07-28 12:50:00,2024-07-28 13:15:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001000--
2024-07-28 12:50:00,2024-07-28 13:15:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001400--
2024-07-28 12:50:00,2024-07-28 13:07:00,FINISHED,Men's Four Heats,M,Nautical St - Flat water,193,/en/paris-2024/results/rowing/men-s-four/heat--------
2024-07-28 12:52:00,2024-07-28 13:03:00,FINISHED,Women's 66kg - Prelims - Round of 32,W,North Paris Arena,91,/en/paris-2024/results/boxing/women-s-66kg/r32-000200--
2024-07-28 13:00:00,2024-07-28 14:00:00,FINISHED,Women's Singles Round of 64,W,South Paris Arena 4,275,/en/paris-2024/results/table-tennis/women-s-singles/r64-002200--
2024-07-28 13:00:00,2024-07-28 14:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-002100--
2024-07-28 13:00:00,2024-07-28 14:00:00,FINISHED,Women's Singles Round of 64,W,South Paris Arena 4,275,/en/paris-2024/results/table-tennis/women-s-singles/r64-000800--
2024-07-28 13:00:00,2024-07-28 14:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-000900--
2024-07-28 13:00:00,2024-07-28 15:15:00,FINISHED,Women's Preliminary Round - Pool B,W,South Paris Arena 1,298,/en/paris-2024/results/volleyball/women/gpb-000100--
2024-07-28 13:15:00,2024-07-28 13:40:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000300--
2024-07-28 13:15:00,2024-07-28 13:40:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000700--
2024-07-28 13:15:00,2024-07-28 13:40:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001100--
2024-07-28 13:15:00,2024-07-28 13:40:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001500--
2024-07-28 13:15:00,2024-07-28 14:45:00,FINISHED,Women's Pool B,W,Yves-du-Manoir Stadium,166,/en/paris-2024/results/hockey/women/gpb-000300--
2024-07-28 13:15:00,2024-07-28 13:50:00,FINISHED,Men's Skiff Opening Series,M,Marseille Marina,207,/en/paris-2024/results/sailing/men-s-skiff/prel000100--
2024-07-28 13:15:00,2024-07-28 13:50:00,FINISHED,Women's Skiff Opening Series,W,Marseille Marina,211,/en/paris-2024/results/sailing/women-s-skiff/prel000200--
2024-07-28 13:30:00,2024-07-28 15:15:00,FINISHED,Women's Group Phase - Group A,W,Pierre Mauroy Stadium,75,/en/paris-2024/results/basketball/women/gpa-000100--
2024-07-28 13:40:00,2024-07-28 14:05:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000400--
2024-07-28 13:40:00,2024-07-28 14:05:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-000800--
2024-07-28 13:40:00,2024-07-28 14:05:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001200--
2024-07-28 13:40:00,2024-07-28 14:05:00,FINISHED,Men's Épée Individual Table of 32,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/r32-001600--
2024-07-28 13:55:00,2024-07-28 14:30:00,FINISHED,Women's Skiff Opening Series,W,Marseille Marina,211,/en/paris-2024/results/sailing/women-s-skiff/prel000300--
2024-07-28 14:00:00,2024-07-28 14:40:00,FINISHED,Men's Doubles Group Play Stage - Grp B,M,La Chapelle Arena,71,/en/paris-2024/results/badminton/men-s-doubles/gpb-000300--
2024-07-28 14:00:00,2024-07-28 14:40:00,FINISHED,Mixed Doubles Group Play Stage - Grp A,X,La Chapelle Arena,73,/en/paris-2024/results/badminton/mixed-doubles/gpa-000100--
2024-07-28 14:00:00,2024-07-28 14:40:00,FINISHED,Men's Singles Group Play Stage - Grp H,M,La Chapelle Arena,69,/en/paris-2024/results/badminton/men-s-singles/gph-000100--
2024-07-28 14:00:00,2024-07-28 15:30:00,FINISHED,Women's Preliminary Round Group A,W,South Paris Arena 6,164,/en/paris-2024/results/handball/women/gpa-000500--
2024-07-28 14:00:00,2024-07-28 14:30:00,FINISHED,10m Air Pistol Mixed Team Training,X,Chateauroux Shooting Ctr,227,
2024-07-28 14:05:00,2024-07-28 14:35:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000100--
2024-07-28 14:05:00,2024-07-28 14:35:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000300--
2024-07-28 14:05:00,2024-07-28 14:35:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000500--
2024-07-28 14:05:00,2024-07-28 14:35:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000700--
2024-07-28 14:07:00,2024-07-28 14:42:00,FINISHED,Men's Skiff Opening Series,M,Marseille Marina,207,/en/paris-2024/results/sailing/men-s-skiff/prel000200--
2024-07-28 14:10:00,2024-07-28 15:40:00,FINISHED,Women's Cross-country,W,Elancourt Hill,116,/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--
2024-07-28 14:15:00,2024-07-28 14:38:00,FINISHED,Women's Team Quarterfinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/qfnl000200--
2024-07-28 14:35:00,2024-07-28 15:05:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000200--
2024-07-28 14:35:00,2024-07-28 15:05:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000400--
2024-07-28 14:35:00,2024-07-28 15:05:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000600--
2024-07-28 14:35:00,2024-07-28 15:05:00,FINISHED,Women's Foil Individual Table of 16,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/8fnl000800--
2024-07-28 14:38:00,2024-07-28 15:01:00,FINISHED,Women's Team Quarterfinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/qfnl000100--
2024-07-28 14:50:00,2024-07-28 15:30:00,FINISHED,Mixed Doubles Group Play Stage - Grp A,X,La Chapelle Arena,73,/en/paris-2024/results/badminton/mixed-doubles/gpa-000200--
2024-07-28 14:50:00,2024-07-28 15:30:00,FINISHED,Women's Singles Group Play Stage - Grp P,W,La Chapelle Arena,70,/en/paris-2024/results/badminton/women-s-singles/gpp-000100--
2024-07-28 14:50:00,2024-07-28 15:30:00,FINISHED,Women's Singles Group Play Stage - Grp G,W,La Chapelle Arena,70,/en/paris-2024/results/badminton/women-s-singles/gpg-000300--
2024-07-28 14:59:00,2024-07-28 15:34:00,FINISHED,Men's Skiff Opening Series,M,Marseille Marina,207,/en/paris-2024/results/sailing/men-s-skiff/prel000300--
2024-07-28 15:00:00,2024-07-28 15:50:00,FINISHED,Women's Preliminary - Pool E - Matches,W,Eiffel Tower Stadium,79,/en/paris-2024/results/beach-volleyball/women/gpe-000200--
2024-07-28 15:00:00,2024-07-28 16:25:00,FINISHED,Men's Preliminary Round - Group A,M,Aquatics Centre,299,/en/paris-2024/results/water-polo/men/gpa-000100--
2024-07-28 15:01:00,2024-07-28 15:24:00,FINISHED,Women's Team Quarterfinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/qfnl000300--
2024-07-28 15:05:00,2024-07-28 15:30:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000100--
2024-07-28 15:05:00,2024-07-28 15:30:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000300--
2024-07-28 15:05:00,2024-07-28 15:30:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000500--
2024-07-28 15:05:00,2024-07-28 15:30:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000700--
2024-07-28 15:24:00,2024-07-28 15:47:00,FINISHED,Women's Team Quarterfinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/qfnl000400--
2024-07-28 15:30:00,2024-07-28 15:41:00,FINISHED,Men's 57kg - Prelims - Round of 32,M,North Paris Arena,81,/en/paris-2024/results/boxing/men-s-57kg/r32-000200--
2024-07-28 15:30:00,2024-07-28 16:36:00,FINISHED,Women's Kayak Single Semifinal,W,Nautical St - White water,96,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/sfnl000100--
2024-07-28 15:30:00,2024-07-28 15:55:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000200--
2024-07-28 15:30:00,2024-07-28 15:55:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000400--
2024-07-28 15:30:00,2024-07-28 15:55:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000600--
2024-07-28 15:30:00,2024-07-28 15:55:00,FINISHED,Men's Épée Individual Table of 16,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/8fnl000800--
2024-07-28 15:30:00,2024-07-28 15:46:00,FINISHED,Women's Pool B,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpb-000100--
2024-07-28 15:40:00,2024-07-28 16:20:00,FINISHED,Women's Singles Group Play Stage - Grp A,W,La Chapelle Arena,70,/en/paris-2024/results/badminton/women-s-singles/gpa-000300--
2024-07-28 15:40:00,2024-07-28 16:20:00,FINISHED,Women's Doubles Group Play Stage - Grp B,W,La Chapelle Arena,72,/en/paris-2024/results/badminton/women-s-doubles/gpb-000300--
2024-07-28 15:40:00,2024-07-28 16:20:00,FINISHED,Men's Singles Group Play Stage - Grp J,M,La Chapelle Arena,69,/en/paris-2024/results/badminton/men-s-singles/gpj-000100--
2024-07-28 15:46:00,2024-07-28 15:57:00,FINISHED,Men's 71kg - Prelims - Round of 32,M,North Paris Arena,83,/en/paris-2024/results/boxing/men-s-71kg/r32-001000--
2024-07-28 15:47:00,2024-07-28 16:10:00,FINISHED,Women's Team Semifinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/sfnl000100--
2024-07-28 15:55:00,2024-07-28 16:25:00,FINISHED,Women's Foil Individual Table of 8,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/qfnl000100--
2024-07-28 15:55:00,2024-07-28 16:25:00,FINISHED,Women's Foil Individual Table of 8,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/qfnl000200--
2024-07-28 15:55:00,2024-07-28 16:25:00,FINISHED,Women's Foil Individual Table of 8,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/qfnl000300--
2024-07-28 15:55:00,2024-07-28 16:25:00,FINISHED,Women's Foil Individual Table of 8,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/qfnl000400--
2024-07-28 16:00:00,2024-07-28 16:50:00,FINISHED,Women's Preliminary - Pool A - Matches,W,Eiffel Tower Stadium,79,/en/paris-2024/results/beach-volleyball/women/gpa-000200--
2024-07-28 16:00:00,2024-07-28 17:30:00,FINISHED,Women's Preliminary Round Group A,W,South Paris Arena 6,164,/en/paris-2024/results/handball/women/gpa-000600--
2024-07-28 16:00:00,2024-07-28 16:06:00,FINISHED,Men -66 kg Repechage,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/rep1000100--
2024-07-28 16:00:00,2024-07-28 16:16:00,FINISHED,Women's Pool B,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpb-000200--
2024-07-28 16:00:00,2024-07-28 17:00:00,FINISHED,Mixed Doubles Quarterfinals,X,South Paris Arena 4,276,/en/paris-2024/results/table-tennis/mixed-doubles/qfnl000200--
2024-07-28 16:00:00,2024-07-28 17:00:00,FINISHED,Mixed Doubles Quarterfinals,X,South Paris Arena 4,276,/en/paris-2024/results/table-tennis/mixed-doubles/qfnl000400--
2024-07-28 16:02:00,2024-07-28 16:13:00,FINISHED,Men's 92kg - Prelims - Round of 16,M,North Paris Arena,85,/en/paris-2024/results/boxing/men-s-92kg/8fnl000100--
2024-07-28 16:06:00,2024-07-28 16:12:00,FINISHED,Men -66 kg Repechage,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/rep1000200--
2024-07-28 16:10:00,2024-07-28 16:33:00,FINISHED,Women's Team Semifinals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/sfnl000200--
2024-07-28 16:12:00,2024-07-28 16:18:00,FINISHED,Men -66 kg Semifinals,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/sfnl000200--
2024-07-28 16:18:00,2024-07-28 16:29:00,FINISHED,Men's 92kg - Prelims - Round of 16,M,North Paris Arena,85,/en/paris-2024/results/boxing/men-s-92kg/8fnl000400--
2024-07-28 16:18:00,2024-07-28 16:24:00,FINISHED,Men -66 kg Semifinals,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/sfnl000100--
2024-07-28 16:24:00,2024-07-28 16:30:00,FINISHED,Women -52 kg Repechage,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/rep1000100--
2024-07-28 16:25:00,2024-07-28 16:50:00,FINISHED,Men's Épée Individual Table of 8,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/qfnl000100--
2024-07-28 16:25:00,2024-07-28 16:50:00,FINISHED,Men's Épée Individual Table of 8,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/qfnl000200--
2024-07-28 16:25:00,2024-07-28 16:50:00,FINISHED,Men's Épée Individual Table of 8,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/qfnl000300--
2024-07-28 16:25:00,2024-07-28 16:50:00,FINISHED,Men's Épée Individual Table of 8,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/qfnl000400--
2024-07-28 16:30:00,2024-07-28 17:30:00,FINISHED,Men's Singles Group Play Stage - Grp K,M,La Chapelle Arena,69,/en/paris-2024/results/badminton/men-s-singles/gpk-000100--
2024-07-28 16:30:00,2024-07-28 17:30:00,FINISHED,Men's Singles Group Play Stage - Grp I,M,La Chapelle Arena,69,/en/paris-2024/results/badminton/men-s-singles/gpi-000100--
2024-07-28 16:30:00,2024-07-28 17:30:00,FINISHED,Men's Doubles Group Play Stage - Grp B,M,La Chapelle Arena,71,/en/paris-2024/results/badminton/men-s-doubles/gpb-000400--
2024-07-28 16:30:00,2024-07-28 16:36:00,FINISHED,Women -52 kg Repechage,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/rep1000200--
2024-07-28 16:30:00,2024-07-28 16:46:00,FINISHED,Women's Pool C,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpc-000100--
2024-07-28 16:34:00,2024-07-28 16:45:00,FINISHED,Men's 92kg - Prelims - Round of 16,M,North Paris Arena,85,/en/paris-2024/results/boxing/men-s-92kg/8fnl000500--
2024-07-28 16:35:00,2024-07-28 18:00:00,FINISHED,Men's Preliminary Round - Group A,M,Aquatics Centre,299,/en/paris-2024/results/water-polo/men/gpa-000200--
2024-07-28 16:36:00,2024-07-28 16:42:00,FINISHED,Women -52 kg Semifinals,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/sfnl000200--
2024-07-28 16:42:00,2024-07-28 16:48:00,FINISHED,Women -52 kg Semifinals,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/sfnl000100--
2024-07-28 16:48:00,2024-07-28 17:11:00,FINISHED,Women's Team Finals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/fnl-000200--
2024-07-28 16:48:00,2024-07-28 16:54:00,FINISHED,Men -66 kg Contests for Bronze Medals,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/repf000100--
2024-07-28 16:50:00,2024-07-28 17:01:00,FINISHED,Women's 50kg - Prelims - Round of 32,W,North Paris Arena,87,/en/paris-2024/results/boxing/women-s-50kg/r32-000700--
2024-07-28 16:54:00,2024-07-28 17:00:00,FINISHED,Men -66 kg Contests for Bronze Medals,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/repf000200--
2024-07-28 17:00:00,2024-07-28 17:50:00,FINISHED,Men's Preliminary - Pool E - Matches,M,Eiffel Tower Stadium,78,/en/paris-2024/results/beach-volleyball/men/gpe-000100--
2024-07-28 17:00:00,2024-07-28 18:45:00,FINISHED,Women's Group A,W,Lyon Stadium,160,/en/paris-2024/results/football/women/gpa-000400--
2024-07-28 17:00:00,2024-07-28 18:45:00,FINISHED,Women's Group C,W,Parc des Princes,160,/en/paris-2024/results/football/women/gpc-000400--
2024-07-28 17:00:00,2024-07-28 18:30:00,FINISHED,Men's Pool A,M,Yves-du-Manoir Stadium,165,/en/paris-2024/results/hockey/men/gpa-000400--
2024-07-28 17:00:00,2024-07-28 17:06:00,FINISHED,Men -66 kg Final,M,Champ-de-Mars Arena,175,/en/paris-2024/results/judo/men--66-kg/fnl-000100--
2024-07-28 17:00:00,2024-07-28 17:16:00,FINISHED,Women's Pool C,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpc-000200--
2024-07-28 17:00:00,2024-07-28 18:30:00,FINISHED,Women's Street Final,W,La Concorde 3,229,/en/paris-2024/results/skateboarding/women-s-street/fnl-000100--
2024-07-28 17:00:00,2024-07-28 18:00:00,FINISHED,Mixed Doubles Quarterfinals,X,South Paris Arena 4,276,/en/paris-2024/results/table-tennis/mixed-doubles/qfnl000100--
2024-07-28 17:00:00,2024-07-28 18:00:00,FINISHED,Mixed Doubles Quarterfinals,X,South Paris Arena 4,276,/en/paris-2024/results/table-tennis/mixed-doubles/qfnl000300--
2024-07-28 17:00:00,2024-07-28 19:15:00,FINISHED,Men's Preliminary Round - Pool A,M,South Paris Arena 1,297,/en/paris-2024/results/volleyball/men/gpa-000100--
2024-07-28 17:06:00,2024-07-28 17:17:00,FINISHED,Women's 50kg - Prelims - Round of 32,W,North Paris Arena,87,/en/paris-2024/results/boxing/women-s-50kg/r32-001000--
2024-07-28 17:06:00,2024-07-28 17:12:00,FINISHED,Women -52 kg Contests for Bronze Medals,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/repf000100--
2024-07-28 17:11:00,2024-07-28 17:34:00,FINISHED,Women's Team Finals,W,Invalides,3,/en/paris-2024/results/archery/women-s-team/fnl-000100--
2024-07-28 17:12:00,2024-07-28 17:18:00,FINISHED,Women -52 kg Contests for Bronze Medals,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/repf000200--
2024-07-28 17:15:00,2024-07-28 19:00:00,FINISHED,Men's Group Phase - Group C,M,Pierre Mauroy Stadium,74,/en/paris-2024/results/basketball/men/gpc-000200--
2024-07-28 17:18:00,2024-07-28 17:24:00,FINISHED,Women -52 kg Final,W,Champ-de-Mars Arena,168,/en/paris-2024/results/judo/women--52-kg/fnl-000100--
2024-07-28 17:22:00,2024-07-28 17:33:00,FINISHED,Women's 66kg - Prelims - Round of 32,W,North Paris Arena,91,/en/paris-2024/results/boxing/women-s-66kg/r32-000700--
2024-07-28 17:30:00,2024-07-28 19:00:00,FINISHED,Men's Pool B,M,Yves-du-Manoir Stadium,165,/en/paris-2024/results/hockey/men/gpb-000400--
2024-07-28 17:30:00,2024-07-28 17:46:00,FINISHED,Women's Pool A,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpa-000100--
2024-07-28 17:45:00,2024-07-28 18:29:00,FINISHED,Women's Kayak Single Final,W,Nautical St - White water,96,/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--
2024-07-28 18:00:00,2024-07-28 18:16:00,FINISHED,Women's Pool A,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpa-000200--
2024-07-28 19:00:00,2024-07-28 19:30:00,FINISHED,Women's Foil Individual Semifinals,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/sfnl000100--
2024-07-28 19:00:00,2024-07-28 20:45:00,FINISHED,Women's Group B,W,Nice Stadium,160,/en/paris-2024/results/football/women/gpb-000400--
2024-07-28 19:00:00,2024-07-28 20:45:00,FINISHED,Women's Group C,W,La Beaujoire Stadium,160,/en/paris-2024/results/football/women/gpc-000300--
2024-07-28 19:00:00,2024-07-28 20:30:00,FINISHED,Women's Preliminary Round Group B,W,South Paris Arena 6,164,/en/paris-2024/results/handball/women/gpb-000500--
2024-07-28 19:00:00,2024-07-28 19:16:00,FINISHED,Women's Pool B,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpb-000300--
2024-07-28 19:00:00,2024-07-28 19:30:00,FINISHED,Women's Round 2,W,Teahupo'o  Tahiti,238,/en/paris-2024/results/surfing/women/rep---------
2024-07-28 19:00:00,2024-07-28 20:30:00,FINISHED,Women's Singles First Round,W,Roland-Garros Stadium,288,/en/paris-2024/results/tennis/women-s-singles/r64-003200--
2024-07-28 19:00:00,2024-07-28 22:00:00,FINISHED,Men's Singles First Round,M,Roland-Garros Stadium,287,/en/paris-2024/results/tennis/men-s-singles/r64-000900--
2024-07-28 19:30:00,2024-07-28 20:10:00,FINISHED,Women's Singles Group Play Stage - Grp L,W,La Chapelle Arena,70,/en/paris-2024/results/badminton/women-s-singles/gpl-000100--
2024-07-28 19:30:00,2024-07-28 20:10:00,FINISHED,Mixed Doubles Group Play Stage - Grp B,X,La Chapelle Arena,73,/en/paris-2024/results/badminton/mixed-doubles/gpb-000200--
2024-07-28 19:30:00,2024-07-28 20:10:00,FINISHED,Men's Singles Group Play Stage - Grp E,M,La Chapelle Arena,69,/en/paris-2024/results/badminton/men-s-singles/gpe-000100--
2024-07-28 19:30:00,2024-07-28 20:00:00,FINISHED,Women's Foil Individual Semifinals,W,Grand Palais,148,/en/paris-2024/results/fencing/women-s-foil-individual/sfnl000200--
2024-07-28 19:30:00,2024-07-28 19:46:00,FINISHED,Women's Pool B,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpb-000400--
2024-07-28 19:30:00,2024-07-28 20:55:00,FINISHED,Men's Preliminary Round - Group B,M,Aquatics Centre,299,/en/paris-2024/results/water-polo/men/gpb-000300--
2024-07-28 19:36:00,2024-07-28 20:06:00,FINISHED,Women's Round 2,W,Teahupo'o  Tahiti,238,/en/paris-2024/results/surfing/women/rep---------
2024-07-28 19:45:00,2024-07-28 21:15:00,FINISHED,Men's Pool A,M,Yves-du-Manoir Stadium,165,/en/paris-2024/results/hockey/men/gpa-000500--
2024-07-28 20:00:00,2024-07-28 20:50:00,FINISHED,Men's Preliminary - Pool E - Matches,M,Eiffel Tower Stadium,78,/en/paris-2024/results/beach-volleyball/men/gpe-000200--
2024-07-28 20:00:00,2024-07-28 20:11:00,FINISHED,Men's 71kg - Prelims - Round of 32,M,North Paris Arena,83,/en/paris-2024/results/boxing/men-s-71kg/r32-001500--
2024-07-28 20:00:00,2024-07-28 20:25:00,FINISHED,Men's Épée Individual Semifinals,M,Grand Palais,150,/en/paris-2024/results/fencing/men-s-epee-individual/sfnl000100--
2024-07-28 20:00:00,2024-07-28 20:16:00,FINISHED,Women's Pool C,W,Stade de France,203,/en/paris-2024/results/rugby-sevens/women/gpc-000300--
2024-07-28 20:00:00,2024-07-28 21:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-001700--
2024-07-28 20:00:00,2024-07-28 21:00:00,FINISHED,Women's Singles Round of 64,W,South Paris Arena 4,275,/en/paris-2024/results/table-tennis/women-s-singles/r64-001400--
2024-07-28 20:00:00,2024-07-28 21:00:00,FINISHED,Men's Singles Round of 64,M,South Paris Arena 4,274,/en/paris-2024/results/table-tennis/men-s-singles/r64-002400--
